Time,LT,Pump_1 [L/m],Pump_2 [L/m],Voltage [V],Current [A],Input_current [A],E_h2_production [mL/0.1s],Power,Pref
07:16.5,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:16.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:16.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:16.8,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:16.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:17.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:17.1,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:17.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:17.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:17.4,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:17.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:17.6,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
07:17.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:17.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:17.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:18.0,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:18.1,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:18.2,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
07:18.3,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
07:18.4,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:18.5,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:18.6,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:18.7,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:18.8,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:18.9,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:19.0,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:19.1,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:19.2,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
07:19.3,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:19.4,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:19.5,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:19.6,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:19.7,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:19.8,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:19.9,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:20.0,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:20.1,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:20.2,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:20.3,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:20.4,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:20.5,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:20.6,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:20.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:20.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:20.9,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:21.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:21.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:21.2,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:21.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:21.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:21.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:21.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:21.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:21.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:21.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:22.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:22.1,0,0,1.7,11.57,26.2,25.6,0.86,303.134,296.192
07:22.2,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:22.3,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:22.4,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:22.5,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:22.6,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:22.7,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:22.8,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:22.9,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:23.0,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:23.1,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:23.2,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:23.3,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:23.4,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:23.5,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:23.6,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:23.7,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:23.8,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:23.9,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:24.0,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:24.1,0,0,1.7,11.58,26.4,25.4,0.86,305.712,294.132
07:24.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:24.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:24.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:24.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:24.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:24.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:24.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:24.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:25.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:25.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:25.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:25.3,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
07:25.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:25.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:25.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:25.7,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:25.8,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:25.9,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:26.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:26.1,0,0,1.7,11.55,26.1,25.6,0.85,301.455,295.68
07:26.2,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:26.3,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:26.4,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:26.5,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:26.6,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:26.7,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:26.8,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:26.9,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:27.0,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:27.1,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:27.2,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:27.3,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:27.4,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:27.5,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:27.6,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:27.7,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:27.8,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:27.9,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:28.0,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:28.1,0,0,1.7,11.57,26.4,25.4,0.86,305.448,293.878
07:28.2,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:28.3,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:28.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:28.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:28.6,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:28.7,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:28.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:28.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:29.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:29.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:29.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:29.3,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:29.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:29.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:29.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:29.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:29.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:29.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:30.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:30.1,0,0,1.7,11.55,26.1,25.2,0.85,301.455,291.06
07:30.2,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:30.3,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:30.4,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:30.5,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:30.6,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:30.7,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:30.8,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:30.9,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:31.0,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:31.1,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:31.2,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:31.3,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:31.4,0,0,1.7,11.53,26.1,25.2,0.85,300.933,290.556
07:31.5,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:31.6,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:31.7,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:31.8,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:31.9,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:32.0,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:32.1,0,0,1.7,11.53,26,25.4,0.85,299.78,292.862
07:32.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:32.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:32.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:32.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:32.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:32.7,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:32.8,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
07:32.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:33.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:33.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:33.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:33.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:33.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:33.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:33.6,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:33.7,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:33.8,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:33.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:34.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:34.1,0,0,1.7,11.55,26.1,25.5,0.85,301.455,294.525
07:34.2,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
07:34.3,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
07:34.4,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:34.5,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:34.6,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
07:34.7,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:34.8,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:34.9,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:35.0,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
07:35.1,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:35.2,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:35.3,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
07:35.4,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
07:35.5,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
07:35.6,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
07:35.7,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
07:35.8,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
07:35.9,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
07:36.0,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:36.1,0,0,1.7,11.57,26.4,25.4,0.86,305.448,293.878
07:36.2,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:36.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:36.4,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:36.5,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:36.6,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:36.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:36.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:36.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:37.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:37.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:37.2,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:37.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:37.4,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
07:37.5,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:37.6,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:37.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:37.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:37.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:38.0,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
07:38.1,0,0,1.7,11.55,26.2,25.2,0.86,302.61,291.06
07:38.2,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:38.3,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:38.4,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:38.5,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:38.6,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:38.7,0,0,1.7,11.5,26,25.2,0.85,299,289.8
07:38.8,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:38.9,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:39.0,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:39.1,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:39.2,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:39.3,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:39.4,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:39.5,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:39.6,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:39.7,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:39.8,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:39.9,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:40.0,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:40.1,0,0,1.7,11.52,26,25.4,0.85,299.52,292.608
07:40.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:40.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:40.4,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
07:40.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:40.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:40.7,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:40.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:40.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:41.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:41.1,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:41.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:41.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:41.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:41.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:41.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:41.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:41.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:41.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:42.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:42.1,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
07:42.2,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
07:42.3,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
07:42.4,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
07:42.5,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
07:42.6,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
07:42.7,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
07:42.8,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
07:42.9,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
07:43.0,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
07:43.1,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
07:43.2,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
07:43.3,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
07:43.4,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
07:43.5,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
07:43.6,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
07:43.7,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
07:43.8,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
07:43.9,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
07:44.0,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
07:44.1,0,0,1.7,11.53,26,25.4,0.85,299.78,292.862
07:44.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:44.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:44.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:44.5,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:44.6,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
07:44.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:44.8,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:44.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:45.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:45.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:45.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:45.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:45.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:45.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:45.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:45.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:45.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:45.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:46.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:46.1,0,0,1.7,11.55,26.1,25.1,0.85,301.455,289.905
07:46.2,0,0,1.7,11.52,26,25.1,0.85,299.52,289.152
07:46.3,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:46.4,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:46.5,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:46.6,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:46.7,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:46.8,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:46.9,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:47.0,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:47.1,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:47.2,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:47.3,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:47.4,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:47.5,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:47.6,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:47.7,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:47.8,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:47.9,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:48.0,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:48.1,0,0,1.7,11.52,25.9,25.4,0.85,298.368,292.608
07:48.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:48.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:48.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:48.5,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
07:48.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:48.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:48.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:48.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:49.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:49.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:49.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:49.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:49.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:49.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:49.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:49.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:49.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:49.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:50.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:50.1,0,0,1.7,11.55,26.2,25.6,0.86,302.61,295.68
07:50.2,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:50.3,0,0,1.7,11.57,26.5,25.6,0.86,306.605,296.192
07:50.4,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:50.5,0,0,1.7,11.57,26.5,25.6,0.86,306.605,296.192
07:50.6,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:50.7,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:50.8,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:50.9,0,0,1.7,11.57,26.5,25.6,0.86,306.605,296.192
07:51.0,0,0,1.7,11.58,26.5,25.6,0.86,306.87,296.448
07:51.1,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:51.2,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:51.3,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:51.4,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:51.5,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:51.6,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:51.7,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:51.8,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:51.9,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
07:52.0,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
07:52.1,0,0,1.7,11.57,26.4,25.4,0.86,305.448,293.878
07:52.2,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:52.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:52.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:52.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:52.6,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:52.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:52.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:52.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:53.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:53.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:53.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:53.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
